year,letter
1992,"Kiss someone you love
when you get this letter and make magic.  This paper has been sent to
you for good luck. 
The original copy is in New England.  It has been around the world nine
times.  The luck
has been sent to you.

You will receive good
luck within four days.  This is no joke.  You will receive it in
the mail.
Send copies to people
you think need good luck.  Don't send any money as Fate has no price.

Do not keep this letter,
it must leave your hands within 96 hours.  An Air Force officer received
$70,000.  Joe Elliot
received $40,000 and lost it because he broke the chain.  While in the
Philippines, Gene Welch
lost his wife six days after receiving this letter.  However, before
her
death she had won $50,000
in a lottery.  The money was transferred to him after he decided
to mail out this letter.

Please make 20 copies
of this letter and see what happens in four days.  The chain comes from
South Venezuela and
was written by Saul Anthony Decroe, a missionary from South America.
Since the copy must
make a tour of the world you must make 20 copies and send them to
friends and associates. 
After a few days you will get a surprise.  This is true even though
you
are not superstitious.

Do note the following: 
Constantine Deas received the chain in 1959.  He asked his secretary
to make 20 copies and
send them to friends and associates.  A few days later he won a lottery
of two million dollars.
Andy Babbit, a office employee received this letter and forgot it had to
leave his hands within
96 hours.  He lost his job.  Dalm Fairchild received this letter
and, not
believing, threw it
away.  Nine days later he died.

Please send no money. 
Please don't ignore this.  IT WORKS!!!!!!!"
1992,"WITH LOVE, ALL THINGS ARE POSSIBLE THIS PAPER HAS BEEN SENT TO YOU FOR GOOD LUCK. 
THE ORIGINAL 
IS IN NEW ENGLAND.  IT HAS BEEN AROUND THE WORLD NINE TIMES.

THE LUCK HAS NOW BEEN SENT TO YOU.  YOU WILL RECEIVE GOOD

LUCK WITHIN FOUR DAYS OF RECEIVING THIS LETTER PROVIDED YOU

IN TURN SENT IT ON. 
THIS IS NO JOKE.  YOU WILL RECEIVE GOOD LUCK IN THE MAIL.

SEND NO MONEY AS FATE HAS NO PRICE.  DO NOT KEEP THIS LETTER

IT MUST LEAVE YOUR HANDS WITHIN 96 HOURS. 
A.R.A.D OFFICER RECEIVED $470,000.  JOE ELLIOT RECEIVED

$40,000 AND LOST IT BECAUSE HE BROKE THE CHAIN.  WHILE IN

THE PHILLIPINES GENE WELCH LOST HIS WIFE 51 DAYS AFTER 
RECEIVING THE LETTER.  HE HAD FAILED TO CIRCULATE THE

LETTER.  HOWEVER, BEFORE HER DEATH HE RECEIVED $7,755.

PLEASE SEND TWENTY COPIES AND SEE WHAT HAPPENS IN FOUR DAYS.

THE CHAIN COMES FROM VENEZUELA AND WAS WRITTEN BY SAUL 
ANTHONY DEGROUP, A MISSIONARY FROM SOUTH AFRICA.  SINCE THE

COPY MUST TOUR THE WORLD YOU MUST MAKE TWENTY COPIES AND 
SEND THEM TO FRIENDS AND ASSOCIATES.  AFTER A FEW DAYS YOU

WILL GET A SURPRISE.  THIS IS TRUE EVEN IF YOU ARE NOT

SUPERSTITIOUS. 
DO NOTE THE FOLLOWING.  CONSTANTINE HAD RECEIVED THE CHAIN

IN 1963.  HE ASKED HIS SECRETARY TO MAKE TWENTY COPIES AND

SEND THEM OUT.  A FEW DAYS LATER HE WON A LOTTERY OF TWO

MILLION DOLLARS.  CAROL DADITT, AN OFFICE EMPLOYEE RECEIVED

THE LETTER AND FORGOT IT HAD TO LEAVE HER HANDS WITHIN 96

HOURS.  SHE LOST HER JOB.  LATER AFTER FINDING THE LETTER

AGAIN, SHE MAILED TWENTY COPIES.  A FEW DAYS LATER SHE GOT A

BETTER JOB.  DALAN FAIRCHILD RECEIVED THE LETTER AND NOT

BELEIVING THREW THE LETTER AWAY.  NINE DAYS LATER HE DIED.

IN 1987 THE LETTER RECEIVED BY A YOUNG WOMAN IN CALIFORNIA

WAS VERY PALED AND BARELY READABLE.  SHE PROMISED HERSELF

THAT SHE WOULD RETYPE THE LETTER AND SEND IT ON BUT SHE PUT

IT ASIDE TO DO LATER.  SHE WAS PLAGUED WITH VARIOUS PROBLEMS

INCLUDING EXPENSIVE CAR REPAIRS.  THE LETTER DID NOT LEAVE

HER HANDS IN 96 HOURS.  SHE FINALLY TYPED THE LETTER AS

PROMISED AND GOT A NEW CAR. 
REMEMBER IT REALLY WORKS.  DO NOT SEND ANY MONEY.

                     
ST. JUDE IT WORKS!  "
1992,"WITH LOVE ALL THINGS ARE POSSIBLE  This paper has been sent out for good luck. The
original is 
in New England. It has been around the world nine times. 
The Luck has been sent to you. You will receive luck within

four days of receiving this letter. Provided, in turn, you

send it on. This is not a joke. You will receive good luck

in the mail. Send no money. Send copies to people you 
think need good luck. Do not send money as faith has no 
price. Do not keep this letter. It must leave your hands 
within 96 hours. An R.A.F officer received $470,000.00. 
Joe Elliott received $40,000.00 and lost it because he broke

the chain. While in the Philippines George Welsh lost his

wife 51 days after receiving the letter. He had failed to

circulate the letter. However, before her death he received

$7,755,000.00. Please send 20 copies and see what happens

in four days. 'The chain comes from Venezuela, and was 
written by Saul Degrou, a missionary from South America. 
Since this copy must tour the world, you must make twenty

copies and send them to friends and associates. After a few

days you will get a surprise. This is true even if you are

superstitious. Do note the following: Constantine Diaz 
received the chain in 1953. He asked his secretary to make

twenty copies and send them. A few days later he won the 
lottery for two million dollars. Cario Daddit, an office 
employee, received the letter and forgot the letter had to

leave his hands within 96 hours; he lost his job. Later 
after finding the letter again, he mailed twenty copies and

a few days later he got a better job. Dalan Fairchild 
received the letter and not believing it threw the letter

away. Nine days later he died. In 1987, the letter was 
received by a young woman in California, it was very faded

and barely readable. She promised herself she would retype

the letter and send it on. But she put it aside to do it 
later. She was plagued with various problems, including car

repairs. The letter did not leave her hands in 96 hours. 
She finally typed the letter as promised and got a new car.
 REMEMBER, SEND NO MONEY, DO NOT IGNORE THIS, IT
WORKS                       
St. JUDE "
1992,"WITH LOVE ALL THINGS ARE POSSIBLE 
   This paper  has been  sent to you for
good luck.  The original is 
in Newland.   It has been around the world nine times.   
The luck 
has now been sent to you.  You will receive good luck within four

days of receiving this letter provided you, in return sent it on.
 This is no joke.  You will receive good luck
in the mail. Send no 
money.   Send copies  to people  you think  
need good luck, don't 
send money; as fate has no price.  Do not  keep this  
letter.  It 
must leave your hands within 96 hours.  An RAF  officer received $47,000, while in
the Phillippines, Gina 
Welch lost his wife 51  days  after  receiving  
the  letter,   he 
failed  to  circulate  the  letter.  Before
her death he received 
$7,775,000 after circulating it just prior.  Please send 20 copies and see  what 
happens  in  four  days. The 
chain comes  from Venezuela,  and was  written by Saul
Anthony De 
Group, a missionary from South Africa.  Since the copy 
must tour 
the world,  you will  get a  surprise . This is true,
even if you 
are not supertitious.  So note the following:   Constantina 
Dino received  the chain in 
1985.   He asked  hiw secretary  to make  
20 copies and send them 
out.  A few  days later  he won  the lottery  
of over  20 million 
dollars.   Carlo Daddit, an officer employee, received the
letter 
and forgot it had to leave his hands within 96 hours. He lost his

job.  Later finding the letter again, he mailed 20 copies.  
A few 
days later he got a better  job.   Dalen Fairchild  
received this 
letter and  not believing,  he threw  the letter away. 
Nine days 
later he died.  In 1967 the letter was received by a young woman
in Californa, it 
was  faded  and  barely  visable.   She
promised herself that she 
would re-type the letter and send it on.  But she put it aside
to 
do  it  later  and  she  forgot.    
She  was plagued with various 
problems, including expensive car  repairs.   The letter 
did not 
leave her  hands in  96 hours.   She  finally
typed the letter as 
promised and within days she won a brand new automobile.
 REMEMBER:  Send no money and do not sign this.
                             
St. Jude 
                            
It works. "
1992,"This paper has
ben sent to you for good luck.  The original is in 
New England.  It has been around the world nine times and the luck

has been sent to you.  You will receive good luck within four days
of 
receiving this letter.  Provided in turn, that you send it on.  
This is 
no joke.  You will receive good luck in the mail.  Send no money. 
Send 
copies to people you think need good luck.  Do not send money, as

faith has no price.  Do not keep this letter.  It must leave
your hands 
within 96 hours.  An R.A.F officer received $470,000.00.  Joe
Elliot 
received $40,000.00 and lost it because he broke the chain.  While
in 
the Philippines, George Welch lost his wife 51 days after receiving

the letter.  He failed to circulate the letter.  However, before
her 
death he received $7,755,000.00. 
          Please send 20
copies and see what happens in four days.  The 
chain comes from Venezuela and was written by Saul Anthony 
Degrou, a Missionary from South America.  Since this copy must tour

the world, you must make twenty and send them to friends and 
associates.  After a few days you well get a surprise-- This is true-

even if you are superstitious.  Do note the following: Constantine

Dias received the chain in 1953.  He asked his secretary to make

twenty copies and send them.  A few days later he won a lottery of

two million dollars. Carlo Daddit, an office employee, received the

letter and forgot it had to leave his hands within 96 hours.  He
lost 
his job.  Later after finding the letter-again, he mailed twenty

copies.  A few days later, he got a better job.  Dalon Fairchild

received the letter, and not believing, threw the letter away.  Nine

days later he died.  In 1987 the letter was received by a young

woman in California.  It was very faded and barely readable.  
She 
promised herself she would retype the letter and send it on.  But
she 
put it aside to do later.  She was plagued with various 
problems...including expensive car repairs.  The letter did not leave

her hand in 96 hours.  She finally typed the letter as promised and

got a new car. REMEMBER. SEND NO MONEY. DO NOT IGNORE THIS. IT WORKS. "
1992,"WITH LOVE ALL THINGS ARE POSSIBLE THIS PAPER HAS BEEN SENT TO YOU FOR GOOD LUCK. 
THE ORIGINAL IS 
IN NEW ZEALAND.  IT HAS BEEN AROUND THE WORLD NINE TIMES.  
THE 
LUCK HAS NOW BEEN SENT TO YOU.  YOU WILL RECEIVE GOOD LUCK

WITHIN FOUR DAYS OF RECEIVING THIS LETTER PROVIDED YOU, IN

RETURN, SEND IT ON.  THIS IS NO JOKE.  YOU WILL RECEIVE GOOD

LUCK IN THE MAIL.  SEND NO MONEY.  SEND COPIES TO PEOPLE
THAT 
YOU THINK NEED GOOD LUCK.  DON'T SEND ANY MONEY, AS FATE HAS
NO 
PRICE, DO NOT KEEP THIS LETTER.  IT MUST LEAVE YOUR HANDS

WITHIN 96 HOURS.  AN RAF OFFICER RECEIVED $47,000.  WHILE IN
THE PHILLIPINES GENE 
WELCH LOST HIS WIFE 11 DAYS AFTER RECEIVING THIS LETTER.  HE

HAD FAILED TO CIRCULATE THE LETTER.  BEFORE HER DEATH HE

RECEIVED $7,775.00 AFTER CIRCULATING IT JUST PRIOR.
 PLEASE SEND 20 COPIES AND SEE WHAT HAPPENS IN FOUR
DAYS.  THE 
CHAIN COMES FORM VENEZUELA, AND WAS WRITTEN BY SOUL ANTHONY

DEGROUP, A MISSIONARY FROM SOUTH AFRICA.  SINCE THE COPY MUST

TOUR THE WORLD, YOU MUST MAKE 20 COPIES AND SEND THEM TO 
FRIENDS AND ASSOCIATES.  AFTER A FEW DAYS YOU WILL GET A

SURPRISE.  THIS IS TRUE, EVEN IF YOU ARE NOT SUPERSTITIOUS.
 DO NOTE THE FOLLOWING - CONSTANTINE DINE RECEIVED
THE CHAIN IN 
1985.  HE ASKED HIS SECRETARY TO MAKE 20 COPIES AND SEND THEM

OUT. A FEW DAYS LATER HE WON THE LOTTERY OF OVER 20 MILLION

DOLLARS.  CARLO DADDIT, AN OFFICE EMPLOYEE, RECEIVED THE LETTER

AND FORGOT IT HAD TO LEAVE HIS HANDS WITHIN 96 HOURS.  HE LOST

HIS JOB.  LATER, AFTER FINDING THE LETTER AGAIN, HE MAILED 20

COPIES.  A FEW DAYS LATER HE GOT A BETTER JOB.  DALAN FAIRCHILD

RECEIVED THE LETTER AND, NOT BELIEVING, HE THREW THE LETTER

AWAY, NINE DAYS LATER HE DIED.  IN 1967 THIS LETTER WAS RECEIVED BY A YOUNG WOMAN
IN CALIFORNIA 
IT WAS VERY FADED AND BARELY VISIBLE.  SHE PROMISED HERSELF

THAT SHE WOULD RE-TYPE THE LETTER AND SEND IT ON, BUT SHE PUT

IT ASIDE TO DO LATER AND FORGOT.  SHE WAS PLAGUED BY VARIOUS

PROBLEMS, INCLUDING EXPENSIVE CAR REPAIRS.  THE LETTER DID NOT

LEAVE HER HANDS IN 96 HOURS.  SHE FINALLY TYPED THE LETTER AS

PROMISED AND WITHIN DAYS SHE WON A BRAND NEW AUTOMOBILE.
 REMEMBER, SEND NO MONEY AND DO NOT SIGN THIS.
 ST. JUDE  IT WORKS"
1993,"Kiss someone you love when you get
this letter and make magic! This paper has been sent to you Good Luck. 
The original is in New 
England.  It has been sent around the world 9 times.  The
luck has now 
been sent to you.  You will receive good luck within 4 days of
receiving 
this letter - provided you in turn send it on. 
This is no joke. You will receive good luck in the mail. Send no money,

as fate has no price. 
   DO NOT KEEP THIS LETTER - IT MUST LEAVE YOUR HANDS
WITHIN 96 HOURS. 
An Air Force Officer received $70,000.  Joe Ellion received $40,000
and 
lost it beck.. he broke the chain.  While in the Phil., Gene
Welch lost 
his wife 51 days after receiving the letter.  He failed to circulate
the 
letter.  However before her death, she won $50,000 in the lottery. 
The 
money was transferred to him 4 days after he decided to mail this
letter. 
Please send 20 copies and see what happens in 4 days.  The chain
comes 
from Venezuela and was written by Saul Anthony DeGroff, a missionary 
from 
South Africa.  Since the copies must tour the world, you must
make 20 
copies and send them to friends and associates.  After a few
days, you 
will receive a surprise - even if you are not superstitious.  
Do note the 
if. 
Constantine Dias received the chain in 1963.  He asked his secretary
to 
make 20 copies and send them out.  A few days later, he won 2
million 
dollars. 
Andy Dodd, an office employee, received this letter and forgot it
had to 
leave his hands within 96 hrs.  He lost his job.  Later,
finding the 
letter again, he mailed 20 copies.  A few days later he got a
better job. 
Dalon Fairchild received the letter and not believing threw the letter

away.  Nine days later, he died. 
In 1987, the letter received by a young woman in California was very

faded and barley readable.  She promised herself that she would
retype 
the letter and send it on, but she put it aside to do later.  
She was 
plagued with various problems, including expensive car repairs.  
The 
letter did not leave within 96 hrs.  She finally typed the letter
as 
promised and got a new car.                          
REMEMBER    SEND NO MONEY                              
DO NOT IGNORE THIS                      
WITH LOVE ALL THINGS ARE POSSIBLE"
1993,"WITH LOVE ALL THINGS ARE POSSIBLE This paper has been sent to you for good luck. The
original 
if in New England. It has been around the world the nine

times. The luck has been sent to you. You will receive 
good luck within four days of receiving this letter, 
provided in turn, you send it on. This is no joke. You 
will receive good luck in the mail. Send no money. Send

copies to people to who you think need good luck.  Do not

send money as faith has no price.   Do not keep this letter.

It must leave your hands within 96 hours.  An R.A.F. officer

received $470,000.  Joe Elliot received $40,000 and lost it

because he broke the chain.  While in the Philipines, George

Welsh lost his wife six days after receiving the letter.  He

failed to circulate the letter.  However; before her death,

he received $7,750,000.  Please send twenty copies and see

what happens in four days.  The chain comes from Venezuela

and is written by Saint Anthony De Grou, a missionary from

South America.  Since the copy must tour the world, you must

make twenty copies and send them to friends and associates.

After a few days you will get a surprise.  This is true even

if you are not superstitious.  Do note the following:

Constantine Dias received the chain in 1953.  He asked his

secretary to make twenty copies and send them.  A few days

after, he won a lottery of $2,000,000.  Carlo Daddit, an

office employee, received the letter and forgot it had to

leave his hands within 96 hours.  He lost his job.  Later,

after finding the letter again, he mailed 20 copies.  A few

days later, he got a better job.  Dallan Fairchild received

the letter and not believing, threw the letter away.  Nine

days later, he died.  In 1987, the letter was received by a

young woman in California.  It was very faded and barely

readable.  She promised herself she would retype the letter

and send. it on, but she put it aside to do later.  She was

plagued with various problems, including expensive car 
repairs.  The letter did not leave her hands in 96 hours.

She finally typed the letter as promised and got a new car.

REMEMBER, SEND NO MONEY.  DO NOT IGNORE THIS.  IT WORKS.

   
   
                                                   
 John: 3:16"
1993,"SAINT JUDE  Kiss someone you love when you get this letter
and make 
magic.  With love all things are possible.  This paper has

been sent to for good luck.  The original is in New England.

It has been sent around the world nine times.  The luck has

been sent to you.  You will receive luck within four days of

receiving this letter.  Don't send money.  Fate has no price.

Do not keep this letter.  It must leave your hands within 96

hours.  An R.A.F. officer received $470,000.  Joe Elliot
received 
$10,000, and lost it because he broke the chain.  While in the

Phillipines, Gene Wall lost his wife 10 days after receiving

the letter.  He failed to circulate the letter.  However, 
before 
her death, he received $77,000.  Please send copies and see

what happens in four days.  The chain comes from Yenezuela and

was written by Saint Anthony Degroup, a missionary from South

America.  The copy must tour the world.  You must make twenty

copies and send them out to friends and associates.  After a

few days you will receive a surprise.  This is true.  Even
if 
you are not superstitious.  Do note the following, Constantidens

received the chain in 1953.  He asked his secretary to make

twenty copies and send them out.  A few days later he won the

lottery for $2,000,000.  Carl Dadit, an office employee, received

the letter and forgot it had to leave his hands within 96 hours.

He lost his job.  Delan Fairchild received not believing, threw

the letter away.  Nine days later, he died.  In 1987, the
letter 
was received by a young woman in California.  It was faded and

barely readable.  She promised herself she would retype the

letter and send it on, but she put it off to do later.  She

was plagued with various problems and expensive car repairs.

The letter did not leave her hands with 96 hours.  She finally

typed the letter as promised and got a new car.  Remember, send

no money.  Do not ignore this letter.  It works!"
1993,"WITH LOVE ALL THINGS ARE POSSIBLE This paper has been sent to you for good luck. 
The original in 
England.  It has been around the world nine times.  The
luck has 
now been sent to you.  You will receive good luck within four

days of receiving this letter provided you, in return, send it on.
 This in no joke.  You will receive good luck
in the mail, SEND 
NO MONEY.  Send copies to people you think need good luck. Don't

send money as fate has no peace.  Do not keep this letter, It

must leave your hands in 96 hours.  An R.A.F. Officer received $470,000.00  John
Bilied received 
$40,000.00 and lost it because he broke the chain.
 While in the Philippines, Gene Welch lost his wife,
51 days after 
receiving the letter.  He failed to circulate the letter.  
However 
before her death he received $7,555,000.00.  Please send twenty copies and see what happens
in four days.  The 
chain comes from Venezuela and was written by Saul Anthony de Group

a missionary from South America.  Since the copy must tour the
world 
you must make twenty copies and send them to friends and associates.

After a few days, you will get a suprise; this is true.  Even
if 
you are not superstitious.  Please note the following: Constantine Dias received
the chain in 
1955.  He asked his secretary to make twenty copies and send
them 
out.  A few days later he won a lottery of 16 million dollars.

Carlo Dauitt, an officer employee, received the letter and forgot

it has to leave his hands within 96 hours.  He lost his job.

Later, after finding the letter again, he mailed twenty copies.  
A 
few days later he got a better job.  Delan Fairchild received 
the 
letter and not believing, threw the letter away, nine days later

he died.  In 1987, the letter was received by a wealthy women
in California 
very faded and hardly readable . She promised herself that she

would re-type the letter and send it on, but she put it aside to do

later.  She plagued with various problems including expensive 
car 
repairs.  The letter did not leave her hands within 96 hours. 
She 
finally re-typed the letter as promised and got a new car.
 This letter was received in 1989 by a women in
Sidney who re-typed 
it again as it was to be clearly readable.  This letter has been re-typed again in 1993 as
it was to be clearly 
readable.  REMEMBER, SEND NO MONEY.  DO NOT KEEP THIS.
      St. Jude It Works."
1993,"WITH LOVE ALL THINGS ARE POSSIBLE This paper has been sent to you for good luck. The original
is in New England. It has been around the world nine times. The luck has
been sent to you. You will receive good luck within four days of receiving
this letter. Provided, in turn you send it on. This is no joke. You will
receive good luck in the mail. Send no money. Send copies to people you think
need good luck. Do not send money, as faith has no price. Do not keep this
letter. It must leave your hands within 96 hours. An R.A.F. officer received
$470,000.00. Joe Elliott received $40,000.00 and lost it because he broke
the chain. While in the Philippines, George Welch lost his wife 51 days after
receiving the letter. He failed to circulate the letter. However, before
her death, he received $7,755,000.00. Please send twenty copies and see what
happens if four days. The chain comes from Venezuela and was written by Saul
Anthony DeGivu, a missionary from South America. Since this copy must tour
the world, you must make twenty copies and send to friends and associates.
After a few days you will get a surprise..this is true even if you are not
superstitious. Do note the following: Constentine Dins received the chain
in 1953. He asked his secretary to make twenty copies and send them. A few
days later he won a lottery of two million dollars. Carlo Daddit,  an office
employee received the letter and forgot it had to leave his hands  within
96 hours. He lost his job. Later, after finding the letter again, he mailed
twenty copies. A few days later, he got a better job. Dalan Fairchild  received
the letter, and not believing, he threw the letter away, nine days later
he died. In 1967, the letter was received by a young woman in California. 
It was very faded and barely readable. She promised herself she would retype 
the letter and send it on, but she put it aside to do later. She was plagued 
with various problems, including expensive car repairs. The letter did not 
leave her hands in 96 hours. She finally typed the letter as promised and 
got a new car.  Remember, send no money. Do not ignore this. It works...GOOD 
LUCK!                                                                                                                
 ST. JUDE  "
1994,"Kiss someone you love when you get this letter and
make magic. With love, all things are possible.  This paper has been sent to you for good luck. The
original is in New England. It has been around the world nine times. The
luck has been sent to you. You will receive good luck within four days of
receiving this letter, and you must, in turn, send luck. This is no joke,
send NO money. Send copies to people you think need luck. Don't send money,
as fate has no price.  Do not keep this letter. It must leave your hands within
96 hours. A Pan American officer got $170,000. Joe Elliot received $70,000
and then lost it because he broke the chain. While in the Philippines, Cane
Wach lost his wife six days after receiving this letter. He failed to circulate 
the letter. However, before her death, he received $7,775. Please send twenty
copies and see what happens in four days.  The chain comes from Venezuela and was written by Saul
Mahoney Degroug, a missionary from South America. Since the copy must tour
the world, you must make twenty copies and send them out to friends and associates.
And after a few days you will get a surprise. This is true. Even if you are 
not superstitious.  Do note the following. Constantine Dins received the
chain in 1963. He asked his secretary to make twenty copies and send them
out. A few days later he won the lottery of $62,000,000. Carlo Baddit, an
office employee, received the letter and forgot it had to leave his hands
before 96 hours. He lost his job. Delan Fairchild received the chain and
not believing, threw the letter away. Nine days later he died. In 1987, the
letter was received by a young woman in California. It was faded and barely
readable. She promised herself she would retype the letter and send it out,
but she put it aside. She was plagued with various problems. The letter did
not leave her hands within 96 hours. She finally retyped the new letter and 
got a new car.  Send NO money. DO NOT ignore this letter. It works."
1994,"Kiss someone you love when you get this letter and
make music.  This paper has been sent to you for GOOD LUCK. The
original copy is in New England.  It has been around the world nine times. The
Luck has been sent to you. You will receive  Good Luck within four days. This is no joke. You will
receive it in the mail. Send copies  to people you think need GOOD LUCK. DO NOT send cash
as fate has no price. DO  NOT keep this letter. It must leave your hands within
96 hours. An Air Force officer  received $70,000. Joe Elliot received $40,000 and lost
it because he broke the chain.  While in the Phillipines, Gene Welsh lost his wife
six days after receiving this letter. He  failed to circulate the letter. However, before her
death, she had won $50,000 in a  lottery.  The money was transferred to him four
days after he decided to mail out this  letter. Please make twenty copies of this letter and
see what happens in four days. The  chain comes from South America and was written by Samuel
Anthony Pearce, a  missionary from South America. Since the copy must
make a tour of the world, you must  make twenty copies and send them to your friends and
associates. After a few days you  will get a surprise. This is true even though you are
not superstitious. Do note the  following: Conscatine Deas received the chain in 1953.
He asked asked his secretary to  make twenty copies and send them out. A few days later
he won a lottery of two million  dollars. Andy Daddit, an office employee, received
this letter and forgot it had to leave  his hands in 96 hours. He lost his job. Later, after
finding the letter again, he mailed out  twenty copies. A few days later, he got a better job.
Mr. Fairchild received the letter and  not believing, threw it away. Nine days later he died.
 Please send no money. Please do not ignore this.
It works!!"
1994,"WITH LOVE ALL THINGS ARE POSSIBLE            
This paper has been sent to you for good luck. The original is in

New England. This letter has been around the world nine times. The 
luck 
has been sent to you. You will receive good luck within four days
of 
receiving this letter provided you send it on. This is no joke. You 
will 
receive good luck in the mail. Send no money. Send copies to people 
you 
think need good luck. Do not send money as faith has no price. Do
not 
keep this letter. It must leave your hands within 96 hours. An R.A.P.

Officer received $3,370,000.00. Joe Elliot received $40,000.00 and 
lost it 
because he broke the chain. While in the Philippines, George Welsh 
lost 
his wife five days after receiving this letter. He had failed to circulate 
the 
letter. However, after her death he mailed the letter and received

$7,775,000.00. Please send twenty copies and see what happens in four

days. The chain comes from Venezuela and was written by Saint

Anthony de Grou, a missionary from South America. Since this copy
must 
tour the world, you must make twenty copies and send them to friends

and associates. After a few days you will get a surprise. Constantine

Dias received the chain in 1953. He asked his secretary to make twenty

copies and send them. A few days later he won a lottery of two million

dollars. Carlo Dudit, and office employee, received the letter and 
forgot it 
must leave his hands within 96 hours. He lost his job later. After 
finding 
the letter again, he mailed twenty copies, a few days later, he got 
a better 
job. Melissa Horton received the letter and not believing, she threw 
it 
away. Nine days later she died. In 1987, this letter was received
by a 
young woman in California. It was faded and barely readable. She

promised herself she would retype the letter and send it on but she 
put it 
aside to do later. She was plagued with various problems, including

extensive car repairs since the letter did not leave her hands within 
96 
hours. She finally typed the letter and promptly got a new car.
                   
 REMEMBER, SEND NO MONEY. DO NOT IGNORE THIS-- 
                                                              
 IT WORKS!"
1994,"Muho This is a love tip.  Its 
a game 
    of romance since 1817 .  Copy this letter (by 
hand) 
    and give it or send it to four friends (no men)

    within 4 days. This in no joke!  It has worked

    for years.  On the 4th day, drink a glass of

    milk and say his name 5 times.  Within four

   days he will tell you he likes you or ask you 
   out. If you break this chain, you'll have 
   bad luck forever.  This starts after you 
   finish reading this letter. 
                                  
 Good Luck!!           ==="
1994,"With Love All Things are Possible. This paper has been sent to you for Luck. The original 
is in New England. It has been sent around the world. The Luck has been sent 
to you. You will receive good luck within 4 days of receiving this letter 
pending in turn you send it on. This is no joke. You will receive good luck 
in the mail. Send no money. Send copies to people you think need good luck.
 Do not send money cause faith has no price. Do not keep this letter. It
must leave your hands within 96 hrs.  An A.R.P. officer Joe Elliot received $40,000,000. George
Welch lost his wife 5 days after this letter. He failed to circulate the
letter. However before her death he received $7,775,000. Please send copies
and see what happens after 4 days.  The chain comes from Venezula and was written by Saul 
Anthony Degnas, a missionary from S. America. Since that copy must tour the 
World. You must make 20 copies and send them to friends and associates after 
a few days you will get a surprise. This is love even if you are not superstitious.
 Do Note the following: Contonare Dias received this 
letter in 1903. He asked his Sec'y. to make copies and send them out. A few 
days later he won a lottery of 20 million dollars. Carl Dobbit, an office 
employee received the letter + forgot it had to leave his hands within 96 
hrs. He lost his job. After finding the letter again he made copies and mailed
 20 copies. A few days later he got a better job. Dolan Fairchild received
 the letter and not believing he threw it away. 9 days later he died.
 In 1987 the later was received by a young woman in Calif.
It was faded and hardly readable. She promised her self she would retype
the letter and send it on but, she put it aside to do later. She was plagued
with various problems. including expensive car problems. This letter did
not leave her hands in 96 hrs. She finally typed the letter as promised and
got a new car.  Remember send no money. Do not ignor this -- it works.
 St. Jude  "
1994,"KISS SOMEONE YOU LOVE 
WHEN YOU GET THIS LETTER AND MAKE MAGIC This paper has been sent to you for GOOD LUCK.
The original is in New England. It has been around the world nine times.
The luck has now been sent to you. You will receive good luck within four
(4) days of receiving this letter .. provided you in turn send it on.
 This is no joke. You will receive good luck in the
mail. Send no money. Send copies to people you think need good luck. Don't
send money, as fate has no price. Do not keep this letter - it must leave
your hands within 96 hours.  An Air force officer received $70,000. Joe Elliot received
$40,000 and lost it because he broke the chain. While in the Philippines,
Gene Welch lost his wife 51 days after receiving the letter. He failed to
circulate the letter. However, before her death, she won $50,000 in the lottery. 
The money within transferred to him four days after he decided to mail this
letter.  Please send 20 copies and see what happens in four
days. The chain comes from Venezuela and was written by Saul Anthony DoGroff,
a missionary from South America. Since the copies must tour the world, you
must make 20 copies and send them to friends and associates. After a few
days, you will receive a surprise - even if you are not superstitious.
 Do note the following:  Constantine Dias received the chain in 1963. He asked
his secretary to make 20 copies and send them out. A few days later, he won
the lottery of two million dollars.  Andy Dodd, an office employee, received the letter
and forgot it had to leave his hands within 96 hours . He lost his job. Later,
finding the later again, he mailed 20 copies. A few days later he got a better 
job.  Karen Fairchild received the letter and not believing,
threw the letter away. Nine days later she died.  In 1987, the letter was received by a young woman in
California. It was a very faded copy and barely readable. She promised herself
that she would retype the letter and send it on, but she put it aside to
do later. She was plagued with various problems, including expensive car
repairs. The letter did not leave within 96 hours. She finally typed the
letter as promised and got a new car.  
REMEMBER, SEND NO MONEY 
DON'T IGNORE THIS 
WITH LOVE ALL THINGS ARE POSSIBLE"
